"Data Source","Country/Region Name","Product Name","Element Name","Units","Year","Value"
"CBS","India","Maize","Yield","Tonnes/Ha","2000/01","1.822"
"CBS","India","Population","Population","1000","2018/19","1354052.0"
"CBS","India","Population","Population","1000","2017/18","1339180.0"
"CBS","India","Population","Population","1000","2016/17","1324171.0"
"CBS","India","Population","Population","1000","2015/16","1309054.0"
"CBS","India","Population","Population","1000","2014/15","1293859.0"
"CBS","India","Population","Population","1000","2013/14","1278562.0"
"CBS","India","Population","Population","1000","2012/13","1263066.0"
"CBS","India","Population","Population","1000","2011/12","1247236.0"
"CBS","India","Population","Population","1000","2010/11","1230981.0"
"CBS","India","Population","Population","1000","2009/10","1214270.0"
"CBS","India","Population","Population","1000","2008/09","1197147.0"
"CBS","India","Population","Population","1000","2007/08","1179681.0"
"CBS","India","Population","Population","1000","2006/07","1161978.0"
"CBS","India","Population","Population","1000","2005/06","1144119.0"
"CBS","India","Population","Population","1000","2004/05","1126136.0"
"CBS","India","Population","Population","1000","2003/04","1108028.0"
"CBS","India","Population","Population","1000","2002/03","1089807.0"
"CBS","India","Population","Population","1000","2001/02","1071478.0"
"CBS","India","Population","Population","1000","2000/01","1053051.0"
"CBS","India","Rice (milled)","Exports","Million tonnes","2018/19","12.7"
"CBS","India","Rice (milled)","Exports","Million tonnes","2017/18","12.2"
"CBS","India","Rice (milled)","Exports","Million tonnes","2016/17","12.52868"
"CBS","India","Rice (milled)","Exports","Million tonnes","2015/16","10.0274"
"CBS","India","Rice (milled)","Exports","Million tonnes","2014/15","11.162328"
"CBS","India","Rice (milled)","Exports","Million tonnes","2013/14","11.516647"
"CBS","India","Rice (milled)","Exports","Million tonnes","2012/13","10.515369"
"CBS","India","Rice (milled)","Exports","Million tonnes","2011/12","10.448856"
"CBS","India","Rice (milled)","Exports","Million tonnes","2010/11","4.737701"
"CBS","India","Rice (milled)","Exports","Million tonnes","2009/10","2.225346"
"CBS","India","Rice (milled)","Exports","Million tonnes","2008/09","2.143206"
"CBS","India","Rice (milled)","Exports","Million tonnes","2007/08","3.511772"
"CBS","India","Rice (milled)","Exports","Million tonnes","2006/07","6.164016"
"CBS","India","Rice (milled)","Exports","Million tonnes","2005/06","4.434481"
"CBS","India","Rice (milled)","Exports","Million tonnes","2004/05","5.595557"
"CBS","India","Rice (milled)","Exports","Million tonnes","2003/04","3.53184"
"CBS","India","Rice (milled)","Exports","Million tonnes","2002/03","4.4"
"CBS","India","Rice (milled)","Exports","Million tonnes","2001/02","6.6005"
"CBS","India","Rice (milled)","Exports","Million tonnes","2000/01","1.72804"
"CBS","India","Rice (milled)","Exports (NMY)","Million tonnes","2018/19","12.8"
"CBS","India","Rice (milled)","Exports (NMY)","Million tonnes","2017/18","12.28"
"CBS","India","Rice (milled)","Exports (NMY)","Million tonnes","2016/17","11.637341"
"CBS","India","Rice (milled)","Exports (NMY)","Million tonnes","2015/16","10.3534"
"CBS","India","Rice (milled)","Exports (NMY)","Million tonnes","2014/15","12.215749"
"CBS","India","Rice (milled)","Exports (NMY)","Million tonnes","2013/14","10.585942"
"CBS","India","Rice (milled)","Exports (NMY)","Million tonnes","2012/13","10.857674"
"CBS","India","Rice (milled)","Exports (NMY)","Million tonnes","2011/12","10.163599"
"CBS","India","Rice (milled)","Exports (NMY)","Million tonnes","2010/11","2.83389"
"CBS","India","Rice (milled)","Exports (NMY)","Million tonnes","2009/10","2.078353"
"CBS","India","Rice (milled)","Exports (NMY)","Million tonnes","2008/09","2.109278"
"CBS","India","Rice (milled)","Exports (NMY)","Million tonnes","2007/08","4.631723"
"CBS","India","Rice (milled)","Exports (NMY)","Million tonnes","2006/07","5.759107"
"CBS","India","Rice (milled)","Exports (NMY)","Million tonnes","2005/06","4.467391"
"CBS","India","Rice (milled)","Exports (NMY)","Million tonnes","2004/05","5.733218"
"CBS","India","Rice (milled)","Exports (NMY)","Million tonnes","2003/04","2.77986"
"CBS","India","Rice (milled)","Exports (NMY)","Million tonnes","2002/03","5.5"
"CBS","India","Rice (milled)","Exports (NMY)","Million tonnes","2001/02","6.3"
"CBS","India","Rice (milled)","Exports (NMY)","Million tonnes","2000/01","1.58236"
"CBS","India","Rice (milled)","Extraction Rate","%","2018/19","66.7"
"CBS","India","Rice (milled)","Extraction Rate","%","2017/18","66.7"
"CBS","India","Rice (milled)","Extraction Rate","%","2016/17","66.7"
"CBS","India","Rice (milled)","Extraction Rate","%","2015/16","66.7"
"CBS","India","Rice (milled)","Extraction Rate","%","2014/15","66.7"
"CBS","India","Rice (milled)","Extraction Rate","%","2013/14","66.7"
"CBS","India","Rice (milled)","Extraction Rate","%","2012/13","66.7"
"CBS","India","Rice (milled)","Extraction Rate","%","2011/12","66.7"
"CBS","India","Rice (milled)","Extraction Rate","%","2010/11","66.7"
"CBS","India","Rice (milled)","Extraction Rate","%","2009/10","66.7"
"CBS","India","Rice (milled)","Extraction Rate","%","2008/09","66.7"
"CBS","India","Rice (milled)","Extraction Rate","%","2007/08","66.7"
"CBS","India","Rice (milled)","Extraction Rate","%","2006/07","66.7"
"CBS","India","Rice (milled)","Extraction Rate","%","2005/06","66.7"
"CBS","India","Rice (milled)","Extraction Rate","%","2004/05","66.7"
"CBS","India","Rice (milled)","Extraction Rate","%","2003/04","66.7"
"CBS","India","Rice (milled)","Extraction Rate","%","2002/03","66.7"
"CBS","India","Rice (milled)","Extraction Rate","%","2001/02","66.7"
"CBS","India","Rice (milled)","Extraction Rate","%","2000/01","66.7"
"CBS","India","Rice (milled)","Feed Use","Million tonnes","2018/19","0.4"
"CBS","India","Rice (milled)","Feed Use","Million tonnes","2017/18","0.4"
"CBS","India","Rice (milled)","Feed Use","Million tonnes","2016/17","0.4"
"CBS","India","Rice (milled)","Feed Use","Million tonnes","2015/16","0.4"
"CBS","India","Rice (milled)","Feed Use","Million tonnes","2014/15","0.44"
"CBS","India","Rice (milled)","Feed Use","Million tonnes","2013/14","0.45"
"CBS","India","Rice (milled)","Feed Use","Million tonnes","2012/13","0.44"
"CBS","India","Rice (milled)","Feed Use","Million tonnes","2011/12","0.44"
"CBS","India","Rice (milled)","Feed Use","Million tonnes","2010/11","0.4"
"CBS","India","Rice (milled)","Feed Use","Million tonnes","2009/10","0.37"
"CBS","India","Rice (milled)","Feed Use","Million tonnes","2008/09","0.42"
"CBS","India","Rice (milled)","Feed Use","Million tonnes","2007/08","0.41"
"CBS","India","Rice (milled)","Feed Use","Million tonnes","2006/07","0.39"
"CBS","India","Rice (milled)","Feed Use","Million tonnes","2005/06","0.39"
"CBS","India","Rice (milled)","Feed Use","Million tonnes","2004/05","0.35"
"CBS","India","Rice (milled)","Feed Use","Million tonnes","2003/04","0.37"
"CBS","India","Rice (milled)","Feed Use","Million tonnes","2002/03","0.3"
"CBS","India","Rice (milled)","Feed Use","Million tonnes","2001/02","0.39"
"CBS","India","Rice (milled)","Feed Use","Million tonnes","2000/01","0.36"
"CBS","India","Rice (milled)","Food Use","Million tonnes","2018/19","92.9401"
"CBS","India","Rice (milled)","Food Use","Million tonnes","2017/18","91.27312"
"CBS","India","Rice (milled)","Food Use","Million tonnes","2016/17","90.314159"
"CBS","India","Rice (milled)","Food Use","Million tonnes","2015/16","89.702962"
"CBS","India","Rice (milled)","Food Use","Million tonnes","2014/15","89.155815"
"CBS","India","Rice (milled)","Food Use","Million tonnes","2013/14","88.111354"
"CBS","India","Rice (milled)","Food Use","Million tonnes","2012/13","86.973374"
"CBS","India","Rice (milled)","Food Use","Million tonnes","2011/12","86.057074"
"CBS","India","Rice (milled)","Food Use","Million tonnes","2010/11","84.747025"
"CBS","India","Rice (milled)","Food Use","Million tonnes","2009/10","83.501544"
"CBS","India","Rice (milled)","Food Use","Million tonnes","2008/09","82.261144"
"CBS","India","Rice (milled)","Food Use","Million tonnes","2007/08","81.068486"
"CBS","India","Rice (milled)","Food Use","Million tonnes","2006/07","80.517003"
"CBS","India","Rice (milled)","Food Use","Million tonnes","2005/06","79.34271"
"CBS","India","Rice (milled)","Food Use","Million tonnes","2004/05","78.390438"
"CBS","India","Rice (milled)","Food Use","Million tonnes","2003/04","77.289922"
"CBS","India","Rice (milled)","Food Use","Million tonnes","2002/03","76.890294"
"CBS","India","Rice (milled)","Food Use","Million tonnes","2001/02","78.090852"
"CBS","India","Rice (milled)","Food Use","Million tonnes","2000/01","77.304608"
"CBS","India","Rice (milled)","Government Stocks","Million tonnes","2018/19","21.6"
"CBS","India","Rice (milled)","Government Stocks","Million tonnes","2017/18","19.4"
"CBS","India","Rice (milled)","Government Stocks","Million tonnes","2016/17","17.47012"
"CBS","India","Rice (milled)","Government Stocks","Million tonnes","2015/16","15.87162"
"CBS","India","Rice (milled)","Government Stocks","Million tonnes","2014/15","14.15652"
"CBS","India","Rice (milled)","Government Stocks","Million tonnes","2013/14","18.6286"
"CBS","India","Rice (milled)","Government Stocks","Million tonnes","2012/13","23.139"
"CBS","India","Rice (milled)","Government Stocks","Million tonnes","2011/12","23.373"
"CBS","India","Rice (milled)","Government Stocks","Million tonnes","2010/11","20.359"
"CBS","India","Rice (milled)","Government Stocks","Million tonnes","2009/10","18.444"
"CBS","India","Rice (milled)","Government Stocks","Million tonnes","2008/09","15.349"
"CBS","India","Rice (milled)","Government Stocks","Million tonnes","2007/08","7.863"
"CBS","India","Rice (milled)","Government Stocks","Million tonnes","2006/07","5.489"
"CBS","India","Rice (milled)","Government Stocks","Million tonnes","2005/06","5.969"
"CBS","India","Rice (milled)","Government Stocks","Million tonnes","2004/05","4.849"
"CBS","India","Rice (milled)","Government Stocks","Million tonnes","2003/04","6.092"
"CBS","India","Rice (milled)","Government Stocks","Million tonnes","2002/03","5.24"
"CBS","India","Rice (milled)","Government Stocks","Million tonnes","2001/02","15.77"
"CBS","India","Rice (milled)","Government Stocks","Million tonnes","2000/01","21.45"
"CBS","India","Rice (milled)","Imports","Million tonnes","2018/19","0.0010"
"CBS","India","Rice (milled)","Imports","Million tonnes","2017/18","0.0025"
"CBS","India","Rice (milled)","Imports","Million tonnes","2016/17","0.00185"
"CBS","India","Rice (milled)","Imports","Million tonnes","2015/16","9.95E-4"
"CBS","India","Rice (milled)","Imports","Million tonnes","2014/15","0.001309"
"CBS","India","Rice (milled)","Imports","Million tonnes","2013/14","0.001746"
"CBS","India","Rice (milled)","Imports","Million tonnes","2012/13","0.001336"
"CBS","India","Rice (milled)","Imports","Million tonnes","2011/12","5.39E-4"
"CBS","India","Rice (milled)","Imports","Million tonnes","2010/11","0.001093"
"CBS","India","Rice (milled)","Imports","Million tonnes","2009/10","1.1E-4"
"CBS","India","Rice (milled)","Imports","Million tonnes","2008/09","1.01E-4"
"CBS","India","Rice (milled)","Imports","Million tonnes","2007/08","3.7E-5"
"CBS","India","Rice (milled)","Imports","Million tonnes","2006/07","1.42E-4"
"CBS","India","Rice (milled)","Imports","Million tonnes","2005/06","1.8E-4"
"CBS","India","Rice (milled)","Imports","Million tonnes","2004/05","8.0E-6"
"CBS","India","Rice (milled)","Imports","Million tonnes","2003/04","0.0"
"CBS","India","Rice (milled)","Imports","Million tonnes","2002/03","5.4E-5"
"CBS","India","Rice (milled)","Imports","Million tonnes","2001/02","8.52E-4"
"CBS","India","Rice (milled)","Imports","Million tonnes","2000/01","0.005016"
"CBS","India","Rice (milled)","Imports (NMY)","Million tonnes","2018/19","0.0010"
"CBS","India","Rice (milled)","Imports (NMY)","Million tonnes","2017/18","0.0030"
"CBS","India","Rice (milled)","Imports (NMY)","Million tonnes","2016/17","0.001469"
"CBS","India","Rice (milled)","Imports (NMY)","Million tonnes","2015/16","9.62E-4"
"CBS","India","Rice (milled)","Imports (NMY)","Million tonnes","2014/15","0.001564"
"CBS","India","Rice (milled)","Imports (NMY)","Million tonnes","2013/14","0.001696"
"CBS","India","Rice (milled)","Imports (NMY)","Million tonnes","2012/13","0.001048"
"CBS","India","Rice (milled)","Imports (NMY)","Million tonnes","2011/12","7.42E-4"
"CBS","India","Rice (milled)","Imports (NMY)","Million tonnes","2010/11","7.83E-4"
"CBS","India","Rice (milled)","Imports (NMY)","Million tonnes","2009/10","1.09E-4"
"CBS","India","Rice (milled)","Imports (NMY)","Million tonnes","2008/09","1.3E-4"
"CBS","India","Rice (milled)","Imports (NMY)","Million tonnes","2007/08","4.1E-5"
"CBS","India","Rice (milled)","Imports (NMY)","Million tonnes","2006/07","1.09E-4"
"CBS","India","Rice (milled)","Imports (NMY)","Million tonnes","2005/06","1.78E-4"
"CBS","India","Rice (milled)","Imports (NMY)","Million tonnes","2004/05","8.0E-6"
"CBS","India","Rice (milled)","Imports (NMY)","Million tonnes","2003/04","2.2E-5"
"CBS","India","Rice (milled)","Imports (NMY)","Million tonnes","2002/03","3.7E-5"
"CBS","India","Rice (milled)","Imports (NMY)","Million tonnes","2001/02","8.47E-4"
"CBS","India","Rice (milled)","Imports (NMY)","Million tonnes","2000/01","0.009133"
"CBS","India","Rice (milled)","Opening Stocks","Million tonnes","2018/19","21.7"
"CBS","India","Rice (milled)","Opening Stocks","Million tonnes","2017/18","19.47012"
"CBS","India","Rice (milled)","Opening Stocks","Million tonnes","2016/17","18.9"
"CBS","India","Rice (milled)","Opening Stocks","Million tonnes","2015/16","21.9"
"CBS","India","Rice (milled)","Opening Stocks","Million tonnes","2014/15","25.6"
"CBS","India","Rice (milled)","Opening Stocks","Million tonnes","2013/14","25.0"
"CBS","India","Rice (milled)","Opening Stocks","Million tonnes","2012/13","25.0"
"CBS","India","Rice (milled)","Opening Stocks","Million tonnes","2011/12","23.0"
"CBS","India","Rice (milled)","Opening Stocks","Million tonnes","2010/11","21.0"
"CBS","India","Rice (milled)","Opening Stocks","Million tonnes","2009/10","22.5"
"CBS","India","Rice (milled)","Opening Stocks","Million tonnes","2008/09","16.0"
"CBS","India","Rice (milled)","Opening Stocks","Million tonnes","2007/08","11.5"
"CBS","India","Rice (milled)","Opening Stocks","Million tonnes","2006/07","10.5"
"CBS","India","Rice (milled)","Opening Stocks","Million tonnes","2005/06","8.5"
"CBS","India","Rice (milled)","Opening Stocks","Million tonnes","2004/05","14.0"
"CBS","India","Rice (milled)","Opening Stocks","Million tonnes","2003/04","11.5"
"CBS","India","Rice (milled)","Opening Stocks","Million tonnes","2002/03","26.5"
"CBS","India","Rice (milled)","Opening Stocks","Million tonnes","2001/02","25.0"
"CBS","India","Rice (milled)","Opening Stocks","Million tonnes","2000/01","24.9"
"CBS","India","Rice (milled)","Other Uses","Million tonnes","2018/19","6.9"
"CBS","India","Rice (milled)","Other Uses","Million tonnes","2017/18","6.73"
"CBS","India","Rice (milled)","Other Uses","Million tonnes","2016/17","6.78"
"CBS","India","Rice (milled)","Other Uses","Million tonnes","2015/16","6.95"
"CBS","India","Rice (milled)","Other Uses","Million tonnes","2014/15","7.37"
"CBS","India","Rice (milled)","Other Uses","Million tonnes","2013/14","6.9"
"CBS","India","Rice (milled)","Other Uses","Million tonnes","2012/13","6.97"
"CBS","India","Rice (milled)","Other Uses","Million tonnes","2011/12","6.64"
"CBS","India","Rice (milled)","Other Uses","Million tonnes","2010/11","6.0"
"CBS","India","Rice (milled)","Other Uses","Million tonnes","2009/10","4.64"
"CBS","India","Rice (milled)","Other Uses","Million tonnes","2008/09","7.89"
"CBS","India","Rice (milled)","Other Uses","Million tonnes","2007/08","6.08"
"CBS","India","Rice (milled)","Other Uses","Million tonnes","2006/07","5.69"
"CBS","India","Rice (milled)","Other Uses","Million tonnes","2005/06","5.59"
"CBS","India","Rice (milled)","Other Uses","Million tonnes","2004/05","4.156508"
"CBS","India","Rice (milled)","Other Uses","Million tonnes","2003/04","5.59"
"CBS","India","Rice (milled)","Other Uses","Million tonnes","2002/03","4.13"
"CBS","India","Rice (milled)","Other Uses","Million tonnes","2001/02","7.06"
"CBS","India","Rice (milled)","Other Uses","Million tonnes","2000/01","5.63908"
"CBS","India","Rice (milled)","Per Capita Food Use","Kg/Yr","2018/19","68.6"
"CBS","India","Rice (milled)","Per Capita Food Use","Kg/Yr","2017/18","68.2"
"CBS","India","Rice (milled)","Per Capita Food Use","Kg/Yr","2016/17","68.2"
"CBS","India","Rice (milled)","Per Capita Food Use","Kg/Yr","2015/16","68.5"
"CBS","India","Rice (milled)","Per Capita Food Use","Kg/Yr","2014/15","68.9"
"CBS","India","Rice (milled)","Per Capita Food Use","Kg/Yr","2013/14","68.9"
"CBS","India","Rice (milled)","Per Capita Food Use","Kg/Yr","2012/13","68.9"
"CBS","India","Rice (milled)","Per Capita Food Use","Kg/Yr","2011/12","69.0"
